"Position","Nickname","Species","Nature","Gender","ESV","HP_Type","Ability","Move1","Move2","Move3","Move4","HeldItem","HP","ATK","DEF","SPA","SPD","SPE","MetLoc","EggLoc","Ball","OT","Version","OTLang","Legal","EC","PID","IV_HP","IV_ATK","IV_DEF","IV_SPA","IV_SPD","IV_SPE","EXP","Level","EV_HP","EV_ATK","EV_DEF","EV_SPA","EV_SPD","EV_SPE","Cool","Beauty","Cute","Smart","Tough","Sheen","NotOT","AbilityNum","GenderFlag","Form","PokerusStrain","PokerusDays","MetLevel","OriginalTrainerGender","FatefulEncounter","IsEgg","IsNicknamed","IsShiny","TID16","SID16","TSV","Move1_PP","Move2_PP","Move3_PP","Move4_PP","Move1_PPUp","Move2_PPUp","Move3_PPUp","Move4_PPUp","Relearn1","Relearn2","Relearn3","Relearn4","Checksum","Friendship","EggYear","EggMonth","EggDay","MetYear","MetMonth","MetDay"
"Black 1.sav @ [20] (BOX 20)-08: 0578 - Duosion - CD58CCA88B03.pk5","Duosion","Duosion","Naughty","F","2293","Steel","Overcoat","Psyshock","Reflect","Rollout","Recover","(None)","92","35","46","87","41","24","Skyarrow Bridge","Day-Care Couple","Poké Ball","Hilbert","Black","English","True","CCA88B03","CCA88B03","27","7","29","9","10","1","27021","32","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","1","0","False","False","False","False","61070","34421","3359","10","20","20","10","0","0","0","0","(None)","(None)","(None)","(None)","52568","235","2020","6","9","2020","6","9"
"Black 1.sav @ [20] (BOX 20)-09: 0579 - Reuniclus - 174C19A9721B.pk5","Reuniclus","Reuniclus","Docile","F","3446","Poison","Magic Guard","Energy Ball","Double Team","Psychic","Ice Punch","(None)","153","61","73","109","80","41","Route 16","(None)","Great Ball","Hilda","White","English","True","19A9721B","19A9721B","22","7","18","6","14","29","63038","41","36","2","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","20","1","False","False","False","False","61070","34421","3359","10","15","10","15","0","0","0","0","(None)","(None)","(None)","(None)","5964","255","1","1","1","2020","4","5"
"Black 1.sav @ [20] (BOX 20)-10: 0580 - Ducklett - FFF8E210E872.pk5","Ducklett","Ducklett","Adamant","F","0332","Water","Keen Eye","Water Pulse","Aerial Ace","Bubble Beam","Feather Dance","(None)","66","33","28","26","35","37","Driftveil Drawbridge","(None)","Ultra Ball","Hilbert","Black","English","True","E210E872","E210E872","22","24","0","18","31","31","12167","23","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","23","0","False","False","False","False","61070","34421","3359","20","20","20","15","0","0","0","0","(None)","(None)","(None)","(None)","65528","70","1","1","1","2020","4","6"
"Black 1.sav @ [20] (BOX 20)-11: 0581 - Swanna - 86F9D67DB9D8.pk5","Swanna","Swanna","Naive","M","3572","Electric","Big Pecks","Air Slash","Bubble Beam","Roost","Aqua Ring","(None)","108","73","51","71","51","82","Driftveil Drawbridge","(None)","Ultra Ball","Hilbert","Black","English","True","D67DB9D8","D67DB9D8","27","22","8","17","25","4","46064","35","14","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","24","0","False","False","False","False","61070","34421","3359","20","20","10","20","0","0","0","0","(None)","(None)","(None)","(None)","34553","238","1","1","1","2020","4","6"
"Black 1.sav @ [20] (BOX 20)-12: 0582 - Vanillite - AE79F273A9B8.pk5","Vanillite","Vanillite","Hasty","M","2937","Fighting","Ice Body","Uproar","Icy Wind","Mist","Avalanche","(None)","44","27","22","31","33","29","Cold Storage/PWT","(None)","Repeat Ball","Hilbert","Black","English","True","F273A9B8","F273A9B8","1","10","2","2","20","24","10000","20","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","20","0","False","False","False","False","61070","34421","3359","10","15","30","10","0","0","0","0","(None)","(None)","(None)","(None)","44665","70","1","1","1","2020","4","9"
"Black 1.sav @ [20] (BOX 20)-13: 0583 - Vanillish - 320748903669.pk5","Vanillish","Vanillish","Lax","F","4063","Ice","Ice Body","Mirror Shot","Mist","Ice Beam","Acid Armor","(None)","89","55","58","71","59","47","Cold Storage/PWT","(None)","Repeat Ball","Hilbert","Black","English","True","48903669","48903669","20","14","8","29","27","3","55182","35","18","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","22","0","False","False","False","False","61070","34421","3359","10","30","10","40","0","0","0","0","(None)","(None)","(None)","(None)","12807","255","1","1","1","2020","4","9"
"Black 1.sav @ [20] (BOX 20)-14: 0584 - Vanilluxe - 815D7AB00041.pk5","Vanilluxe","Vanilluxe","Docile","F","3934","Dragon","Ice Body","Mirror Shot","Mist","Ice Beam","Acid Armor","(None)","132","95","98","115","99","85","Cold Storage/PWT","(None)","Ultra Ball","Hilbert","Black","English","True","7AB00041","7AB00041","6","2","29","15","11","13","130330","47","52","0","0","0","0","2","0","0","0","0","0","0","N/A","-1","1","0","0","0","23","0","False","False","False","False","61070","34421","3359","10","30","10","40","0","0","0","0","(None)","(None)","(None)","(None)","33117","255","1","1","1","2020","4","9"
"Black 1.sav @ [20] (BOX 20)-15: 0585-03 - Deerling - 1B3BCDD80D1E.pk5","Deerling","Deerling","Docile","F","6168","Grass","Chlorophyll","Double Kick","Leech Seed","Feint Attack","Take Down","(None)","64","32","32","24","31","43","Route 6","(None)","Ultra Ball","Hilbert","Black","English","True","CDD80D1E","CDD80D1E","17","0","19","6","17","17","12167","23","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","3","0","0","23","0","False","False","False","False","61070","34421","3359","30","10","20","20","0","0","0","0","(None)","(None)","(None)","(None)","6971","70","1","1","1","2020","4","11"
"Black 1.sav @ [20] (BOX 20)-16: 0586-03 - Sawsbuck - 1CF6E929FB30.pk5","Sawsbuck","Sawsbuck","Bold","F","0579","Water","Sap Sipper","Energy Ball","Feint Attack","Take Down","Jump Kick","(None)","104","66","68","53","54","74","Route 6","(None)","Ultra Ball","Hilbert","Black","English","True","E929FB30","E929FB30","10","4","30","24","5","15","40106","34","32","3","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","3","0","0","24","0","False","False","False","False","61070","34421","3359","10","20","20","10","0","0","0","0","(None)","(None)","(None)","(None)","7414","202","1","1","1","2020","4","11"
"Black 1.sav @ [20] (BOX 20)-17: 0587 - Emolga - B49C349C9EA1.pk5","Emolga","Emolga","Rash","M","5447","Ice","Static","Charge","Spark","Pursuit","Double Team","(None)","54","36","34","42","30","49","Route 16","(None)","Ultra Ball","Hilbert","Black","English","True","349C9EA1","349C9EA1","13","5","27","23","27","18","8000","20","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","20","0","False","False","False","False","61070","34421","3359","20","20","20","15","0","0","0","0","(None)","(None)","(None)","(None)","46236","70","1","1","1","2020","4","5"
"Black 1.sav @ [20] (BOX 20)-18: 0588 - Karrablast - 8A9EAE66E6B8.pk5","Karrablast","Karrablast","Lonely","M","2331","Steel","Swarm","Endure","Fury Cutter","Fury Attack","Headbutt","(None)","59","48","21","24","31","32","Route 6","(None)","Ultra Ball","Hilbert","Black","English","True","AE66E6B8","AE66E6B8","27","30","0","10","29","6","10648","22","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","22","0","False","False","False","False","61070","34421","3359","10","20","20","15","0","0","0","0","(None)","(None)","(None)","(None)","35486","70","1","1","1","2020","4","13"
"Black 1.sav @ [20] (BOX 20)-19: 0589 - Escavalier - A6505BEBE585.pk5","Escavalier","Escavalier","Adamant","M","6093","Water","Shell Armor","X-Scissor","Flail","Megahorn","Take Down","(None)","134","159","110","63","120","37","Pokémon Event","(None)","Cherish Ball","SMR2011","Black","English","True","5BEBE585","5BEBE585","9","11","1","12","21","24","125000","50","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","50","0","True","False","False","False","6011","0","751","15","15","10","20","0","0","0","0","(None)","(None)","(None)","(None)","42576","70","1","1","1","2020","3","30"
"Black 1.sav @ [20] (BOX 20)-20: 0590 - Foongus - 3BC05F82E6D5.pk5","Foongus","Foongus","Rash","M","5930","Bug","Effect Spore","Bide","Mega Drain","Ingrain","Feint Attack","(None)","63","29","28","35","27","11","Route 6","(None)","Ultra Ball","Hilbert","Black","English","True","5F82E6D5","5F82E6D5","31","12","28","29","16","1","8000","20","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","20","0","False","False","False","False","61070","34421","3359","10","15","20","20","0","0","0","0","(None)","(None)","(None)","(None)","15296","70","1","1","1","2020","4","11"
"Black 1.sav @ [20] (BOX 20)-21: 0591 - Amoonguss - D9E8F80B8BC2.pk5","Amoonguss","Amoonguss","Hardy","M","3705","Steel","Effect Spore","Clear Smog","Giga Drain","Synthesis","Feint Attack","(None)","146","76","68","72","72","38","Route 6","(None)","Ultra Ball","Hilbert","Black","English","True","F80B8BC2","F80B8BC2","15","13","23","3","12","27","61300","39","24","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","20","0","False","False","False","False","61070","34421","3359","15","10","5","20","0","0","0","0","(None)","(None)","(None)","(None)","55784","251","1","1","1","2020","4","11"
"Black 1.sav @ [20] (BOX 20)-22: 0592 - Frillish - 71EA64B5F299.pk5","Frillish","Frillish","Docile","M","4805","Bug","Cursed Body","Bubble","Water Sport","Absorb","(None)","(None)","25","11","12","14","17","11","Route 17","(None)","Net Ball","Hilbert","Black","English","True","64B5F299","64B5F299","16","17","5","3","4","6","343","7","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","7","0","False","False","False","False","61070","34421","3359","30","15","25","0","0","0","0","0","(None)","(None)","(None)","(None)","29162","70","1","1","1","2020","5","10"
"Black 1.sav @ [20] (BOX 20)-23: 0593 - Jellicent - 70AEAE8A25DE.pk5","Jellicent","Jellicent","Quirky","M","4458","Fighting","Water Absorb","Recover","Absorb","Ominous Wind","Bubble Beam","(None)","143","53","69","76","91","60","Route 17","(None)","Net Ball","Hilbert","Black","English","True","AE8A25DE","AE8A25DE","30","1","20","8","6","18","67362","40","18","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","13","0","False","False","False","False","61070","34421","3359","10","25","5","20","0","0","0","0","(None)","(None)","(None)","(None)","28846","255","1","1","1","2020","5","10"
"Black 1.sav @ [20] (BOX 20)-24: 0594 - Alomomola - 09AFBA0E42D2.pk5","Alomomola","Alomomola","Timid","M","7963","Flying","Healer","Pound","Water Sport","Aqua Ring","(None)","(None)","36","12","14","10","11","15","Route 18","(None)","Net Ball","Hilbert","Black","English","True","BA0E42D2","BA0E42D2","16","2","6","6","12","25","172","6","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","6","0","False","False","False","False","61070","34421","3359","35","15","20","0","0","0","0","0","(None)","(None)","(None)","(None)","2479","70","1","1","1","2020","5","10"
"Black 1.sav @ [20] (BOX 20)-25: 0595 - Joltik - 7A3CEE4081EA.pk5","Joltik","Joltik","Bashful","M","3573","Psychic","Compound Eyes","Fury Cutter","Electroweb","Bug Bite","Gastro Acid","(None)","60","32","30","36","34","40","Chargestone Cave","(None)","Ultra Ball","Hilbert","Black","English","True","EE4081EA","EE4081EA","12","21","7","19","23","16","13824","24","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","24","0","False","False","False","False","61070","34421","3359","20","15","20","10","0","0","0","0","(None)","(None)","(None)","(None)","31292","70","1","1","1","2020","4","13"
"Black 1.sav @ [20] (BOX 20)-26: 0596 - Galvantula - 6B7CAAC384F6.pk5","Galvantula","Galvantula","Jolly","M","1478","Electric","Unnerve","Electroweb","Signal Beam","Gastro Acid","Slash","(None)","98","64","49","77","55","92","Chargestone Cave","(None)","Net Ball","Hilbert","Black","English","True","AAC384F6","AAC384F6","3","10","4","31","21","4","48209","36","14","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","26","0","False","False","False","False","61070","34421","3359","15","15","10","20","0","0","0","0","(None)","(None)","(None)","(None)","27516","236","1","1","1","2020","4","13"
"Black 1.sav @ [20] (BOX 20)-27: 0597 - Ferroseed - 74E7FD49BBE8.pk5","Ferroseed","Ferroseed","Rash","M","2260","Fire","Iron Barbs","Curse","Metal Claw","Pin Missile","Gyro Ball","(None)","59","29","55","25","45","13","Chargestone Cave","(None)","Ultra Ball","Hilbert","Black","English","True","FD49BBE8","FD49BBE8","20","3","30","30","23","16","13824","24","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","24","0","False","False","False","False","61070","34421","3359","10","35","20","5","0","0","0","0","(None)","(None)","(None)","(None)","29927","70","1","1","1","2020","4","13"
"Black 1.sav @ [20] (BOX 20)-28: 0598 - Ferrothorn - 99214267A591.pk5","Ferrothorn","Ferrothorn","Bold","M","7422","Poison","Iron Barbs","Power Whip","Metal Claw","Pin Missile","Iron Defense","(None)","117","72","129","57","106","23","Chargestone Cave","(None)","Ultra Ball","Hilbert","Black","English","True","4267A591","4267A591","14","3","22","22","22","7","65149","40","24","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","25","0","False","False","False","False","61070","34421","3359","10","35","20","15","0","0","0","0","(None)","(None)","(None)","(None)","39201","251","1","1","1","2020","4","13"
"Black 1.sav @ [20] (BOX 20)-29: 0599 - Klink - 5A43AA72B384.pk5","Klink","Klink","Naive","-","0830","Dragon","Plus","Charge","Thunder Shock","Gear Grind","Bind","(None)","61","37","45","28","35","25","Chargestone Cave","(None)","Ultra Ball","Hilbert","Black","English","True","AA72B384","AA72B384","24","21","21","5","17","15","11735","25","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","25","0","False","False","False","False","61070","34421","3359","20","30","15","20","0","0","0","0","(None)","(None)","(None)","(None)","23107","70","1","1","1","2020","4","13"
"Black 1.sav @ [20] (BOX 20)-30: 0600 - Klang - 6488F45A7112.pk5","Klang","Klang","Serious","-","4265","Psychic","Plus","Charge","Thunder Shock","Mirror Shot","Bind","(None)","101","73","83","58","78","52","Chargestone Cave","(None)","Ultra Ball","Hilbert","Black","English","True","F45A7112","F45A7112","17","21","16","1","23","26","49685","38","18","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","25","0","False","False","False","False","61070","34421","3359","20","30","10","20","0","0","0","0","(None)","(None)","(None)","(None)","25736","255","1","1","1","2020","4","13"
"Black 1.sav @ [21] (BOX 21)-01: 0601 - Klinklang - A01B1C72B229.pk5","Klinklang","Klinklang","Modest","-","5579","Ground","Plus","Discharge","Mirror Shot","Metal Sound","Charge Beam","(None)","130","101","125","88","89","93","Chargestone Cave","(None)","Ultra Ball","Hilbert","Black","English","True","1C72B229","1C72B229","17","21","15","14","2","1","114885","49","36","0","1","2","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","26","0","False","False","False","False","61070","34421","3359","15","10","40","10","0","0","0","0","(None)","(None)","(None)","(None)","40987","255","1","1","1","2020","4","13"
"Black 1.sav @ [21] (BOX 21)-02: 0602 - Tynamo - 220FE4B21AD2.pk5","Tynamo","Tynamo","Brave","M","8140","Dragon","Levitate","Tackle","Thunder Wave","Spark","Charge Beam","(None)","62","38","29","29","26","34","Chargestone Cave","(None)","Dusk Ball","Hilbert","Black","English","True","E4B21AD2","E4B21AD2","25","3","12","1","1","5","24603","27","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","27","0","False","False","False","False","61070","34421","3359","35","20","20","10","0","0","0","0","(None)","(None)","(None)","(None)","8719","70","1","1","1","2020","5","29"
"Black 1.sav @ [21] (BOX 21)-03: 0603 - Eelektrik - 319CC25A0B46.pk5","Eelektrik","Eelektrik","Docile","F","6435","Poison","Levitate","Tackle","Thunder Wave","Spark","Crunch","(None)","110","79","63","72","71","45","Chargestone Cave","(None)","Dusk Ball","Hilbert","Black","English","True","C25A0B46","C25A0B46","21","22","10","24","30","25","77732","39","26","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","27","0","False","False","False","False","61070","34421","3359","35","20","20","15","0","0","0","0","(None)","(None)","(None)","(None)","12700","255","1","1","1","2020","5","29"
"Black 1.sav @ [21] (BOX 21)-04: 0604 - Eelektross - AE589CC52DF4.pk5","Eelektross","Eelektross","Bashful","M","5670","Flying","Levitate","Tackle","Thunder Wave","Spark","Crunch","(None)","123","100","71","87","75","47","Chargestone Cave","(None)","Dusk Ball","Hilbert","Black","English","True","9CC52DF4","9CC52DF4","14","15","11","2","20","8","77360","39","24","2","0","0","0","2","0","0","0","0","0","0","N/A","-1","0","0","0","0","27","0","False","False","False","False","61070","34421","3359","35","20","20","15","0","0","0","0","(None)","(None)","(None)","(None)","44632","255","1","1","1","2020","5","29"
"Black 1.sav @ [21] (BOX 21)-05: 0605 - Elgyem - 1AEDEED5735C.pk5","Elgyem","Elgyem","Careful","F","5041","Dark","Synchronize","Psybeam","Headbutt","Hidden Power","Imprison","(None)","71","35","36","48","37","26","Celestial Tower","(None)","Ultra Ball","Hilbert","Black","English","True","EED5735C","EED5735C","27","9","13","21","5","21","17576","26","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","26","0","False","False","False","False","61070","34421","3359","20","15","15","10","0","0","0","0","(None)","(None)","(None)","(None)","6893","70","1","1","1","2020","5","29"
"Black 1.sav @ [21] (BOX 21)-06: 0606 - Beheeyem - ACEDD7712A7E.pk5","Beheeyem","Beheeyem","Brave","F","8097","Flying","Synchronize","Psychic","Headbutt","Hidden Power","Imprison","(None)","117","74","79","110","89","44","Celestial Tower","(None)","Ultra Ball","Hilbert","Black","English","True","D7712A7E","D7712A7E","1","1","27","0","12","26","75361","42","24","0","2","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","26","0","False","False","False","False","61070","34421","3359","10","15","15","10","0","0","0","0","(None)","(None)","(None)","(None)","44269","255","1","1","1","2020","5","29"
"Black 1.sav @ [21] (BOX 21)-07: 0607 - Litwick - 1079477281CD.pk5","Litwick","Litwick","Lonely","M","6359","Dragon","Flash Fire","Night Shade","Will-O-Wisp","Flame Burst","Imprison","(None)","67","25","33","44","38","23","Celestial Tower","(None)","Ultra Ball","Hilbert","Black","English","True","477281CD","477281CD","20","11","15","23","19","31","13411","26","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","26","0","False","False","False","False","61070","34421","3359","15","15","15","10","0","0","0","0","(None)","(None)","(None)","(None)","4217","70","1","1","1","2020","4","28"
"Black 1.sav @ [21] (BOX 21)-08: 0608 - Lampent - 2E7AA31C6A70.pk5","Lampent","Lampent","Sassy","F","6445","Ground","Flash Fire","Hex","Will-O-Wisp","Flame Burst","Imprison","(None)","102","43","66","86","70","45","Celestial Tower","(None)","Ultra Ball","Hilbert","Black","English","True","A31C6A70","A31C6A70","3","13","31","8","24","1","61710","41","12","1","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","26","0","False","False","False","False","61070","34421","3359","10","15","15","10","0","0","0","0","(None)","(None)","(None)","(None)","11898","211","1","1","1","2020","4","28"
"Black 1.sav @ [21] (BOX 21)-09: 0609 - Chandelure - A755D76B7486.pk5","Chandelure","Chandelure","Jolly","M","5245","Ghost","Flame Body","Hex","Will-O-Wisp","Flame Burst","Imprison","(None)","106","60","79","116","78","82","Celestial Tower","(None)","Ultra Ball","Hilbert","Black","English","True","D76B7486","D76B7486","13","25","2","13","0","11","62949","41","12","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","27","0","False","False","False","False","61070","34421","3359","10","15","15","10","0","0","0","0","(None)","(None)","(None)","(None)","42837","205","1","1","1","2020","4","28"
"Black 1.sav @ [21] (BOX 21)-10: 0610 - Axew - B659D04AEBC6.pk5","Axew","Axew","Quirky","M","1905","Water","Rivalry","Scary Face","Slash","False Swipe","Dragon Claw","(None)","72","60","45","27","37","45","Mistralton Cave","(None)","Ultra Ball","Hilbert","Black","English","True","D04AEBC6","D04AEBC6","16","12","16","16","27","21","33750","30","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","30","0","False","False","False","False","61070","34421","3359","10","20","40","15","0","0","0","0","(None)","(None)","(None)","(None)","46681","35","1","1","1","2020","5","3"
"Black 1.sav @ [21] (BOX 21)-11: 0611 - Fraxure - 0F44A4F49E10.pk5","Fraxure","Fraxure","Quiet","F","1884","Steel","Rivalry","Scary Face","Slash","False Swipe","Dragon Claw","(None)","109","104","63","44","44","51","Mistralton Cave","(None)","Ultra Ball","Hilbert","Black","English","True","A4F49E10","A4F49E10","25","27","15","13","4","5","70192","38","18","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","31","0","False","False","False","False","61070","34421","3359","10","20","40","15","0","0","0","0","(None)","(None)","(None)","(None)","3908","164","1","1","1","2020","5","3"
"Black 1.sav @ [21] (BOX 21)-13: 0613 - Cubchoo - 5D11057CDBA3.pk5","Cubchoo","Cubchoo","Gentle","M","7131","Dragon","Snow Cloak","Icy Wind","Fury Swipes","Brine","Endure","(None)","72","46","27","44","30","28","Route 7","(None)","Ultra Ball","Hilbert","Black","English","True","057CDBA3","057CDBA3","30","18","17","31","11","11","17576","26","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","26","0","False","False","False","False","61070","34421","3359","15","15","10","10","0","0","0","0","(None)","(None)","(None)","(None)","23825","70","1","1","1","2020","4","13"
"Black 1.sav @ [21] (BOX 21)-14: 0614 - Beartic - EB41FFD9102A.pk5","Beartic","Beartic","Hardy","F","7678","Grass","Snow Cloak","Icicle Crash","Slash","Brine","Endure","(None)","119","90","68","63","75","43","Route 7","(None)","Ultra Ball","Hilbert","Black","English","True","FFD9102A","FFD9102A","2","10","11","18","31","5","54003","37","14","0","2","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","28","0","False","False","False","False","61070","34421","3359","10","20","10","10","0","0","0","0","(None)","(None)","(None)","(None)","60225","162","1","1","1","2020","4","13"
"Black 1.sav @ [21] (BOX 21)-15: 0615 - Cryogonal - 75565DECFCB1.pk5","Cryogonal","Cryogonal","Timid","-","5163","Ground","Levitate","Mist","Haze","Aurora Beam","Acid Armor","(None)","86","39","27","69","95","86","Twist Mountain","(None)","Dusk Ball","Hilbert","Black","English","True","5DECFCB1","5DECFCB1","6","29","11","18","22","29","29791","31","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","31","0","False","False","False","False","61070","34421","3359","30","30","20","40","0","0","0","0","(None)","(None)","(None)","(None)","30038","70","1","1","1","2020","6","2"
"Black 1.sav @ [21] (BOX 21)-16: 0616 - Shelmet - 4A298D5D46AC.pk5","Shelmet","Shelmet","Lonely","M","6526","Electric","Shell Armor","Struggle Bug","Mega Drain","Yawn","Protect","(None)","74","39","52","32","47","20","Route 8","(None)","Ultra Ball","Hilbert","Black","English","True","8D5D46AC","8D5D46AC","15","25","9","12","13","3","27000","30","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","30","0","False","False","False","False","61070","34421","3359","20","15","10","10","0","0","0","0","(None)","(None)","(None)","(None)","18985","70","1","1","1","2020","5","11"
"Black 1.sav @ [21] (BOX 21)-17: 0617 - Accelgor - 127661DEF150.pk5","Accelgor","Accelgor","Impish","F","4625","Flying","Hydration","Encore","Giga Drain","Body Slam","Bug Buzz","(None)","142","87","63","108","74","150","Pokémon Event","(None)","Cherish Ball","SMR2011","Black","English","True","61DEF150","61DEF150","5","25","27","30","18","0","125000","50","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","50","0","True","False","False","False","6011","0","751","5","10","15","10","0","0","0","0","(None)","(None)","(None)","(None)","4726","70","1","1","1","2020","3","30"
"Black 1.sav @ [21] (BOX 21)-18: 0618 - Stunfisk - DEBD9AE80636.pk5","Stunfisk","Stunfisk","Serious","F","5019","Fire","Static","Camouflage","Mud Bomb","Discharge","Endure","(None)","109","55","65","60","69","29","Icirrus City","(None)","Ultra Ball","Hilbert","Black","English","True","9AE80636","9AE80636","4","30","27","18","11","14","29791","31","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","31","0","False","False","False","False","61070","34421","3359","20","10","15","10","0","0","0","0","(None)","(None)","(None)","(None)","57021","70","1","1","1","2020","5","10"
"Black 1.sav @ [21] (BOX 21)-19: 0619 - Mienfoo - 3C84213269AB.pk5","Mienfoo","Mienfoo","Bold","M","2323","Ground","Inner Focus","Swift","Calm Mind","Force Palm","Drain Punch","(None)","75","57","41","44","47","55","Dragonspiral Tower","(None)","Ultra Ball","Hilbert","Black","English","True","213269AB","213269AB","9","9","1","10","30","23","29949","33","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","33","0","False","False","False","False","61070","34421","3359","20","20","10","10","0","0","0","0","(None)","(None)","(None)","(None)","15492","70","1","1","1","2020","5","12"
"Black 1.sav @ [21] (BOX 21)-20: 0620 - Mienshao - AB865B89531D.pk5","Mienshao","Mienshao","Careful","F","0274","Ground","Regenerator","Swift","U-turn","Jump Kick","Drain Punch","(None)","131","131","77","93","71","115","Dragonspiral Tower","(None)","Ultra Ball","Hilbert","Black","English","True","5B89531D","5B89531D","12","2","24","9","0","10","117360","50","6","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","33","0","False","False","False","False","61070","34421","3359","20","20","10","10","0","0","0","0","(None)","(None)","(None)","(None)","43910","178","1","1","1","2020","5","12"
"Black 1.sav @ [21] (BOX 21)-21: 0621 - Druddigon - 1E48567FB4F5.pk5","Druddigon","Druddigon","Careful","M","7249","Electric","Sheer Force","Dragon Rage","Slash","Crunch","Dragon Claw","(None)","95","81","63","40","66","39","Dragonspiral Tower","(None)","Ultra Ball","Hilbert","Black","English","True","567FB4F5","567FB4F5","30","16","16","15","5","18","27000","30","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","30","0","False","False","False","False","61070","34421","3359","10","20","15","15","0","0","0","0","(None)","(None)","(None)","(None)","7752","70","1","1","1","2020","6","2"
"Black 1.sav @ [21] (BOX 21)-22: 0622 - Golett - 29C6E3959BEE.pk5","Golett","Golett","Hasty","-","3855","Flying","Klutz","Iron Defense","Mega Punch","Magnitude","Dynamic Punch","(None)","89","53","36","31","43","38","Dragonspiral Tower","(None)","Ultra Ball","Hilbert","Black","English","True","E3959BEE","E3959BEE","31","2","15","14","20","26","32768","32","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","32","0","False","False","False","False","61070","34421","3359","15","20","30","5","0","0","0","0","(None)","(None)","(None)","(None)","10694","70","1","1","1","2020","5","12"
"Black 1.sav @ [21] (BOX 21)-23: 0623 - Golurk - 5D05919BD080.pk5","Golurk","Golurk","Docile","-","2083","Dragon","Klutz","Night Shade","Mega Punch","Magnitude","Heavy Slam","(None)","141","121","80","54","81","62","Dragonspiral Tower","(None)","Ultra Ball","Hilbert","Black","English","True","919BD080","919BD080","27","24","15","5","17","23","79507","43","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","32","0","False","False","False","False","61070","34421","3359","15","20","30","10","0","0","0","0","(None)","(None)","(None)","(None)","23813","165","1","1","1","2020","5","12"
"Black 1.sav @ [21] (BOX 21)-24: 0624 - Pawniard - FCD8DFFECB92.pk5","Pawniard","Pawniard","Naive","M","0653","Fire","Defiant","Feint Attack","Scary Face","Metal Claw","Slash","(None)","74","62","49","31","29","50","Route 9","(None)","Ultra Ball","Hilbert","Black","English","True","DFFECB92","DFFECB92","17","16","5","6","11","14","29791","31","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","31","0","False","False","False","False","61070","34421","3359","20","10","35","20","0","0","0","0","(None)","(None)","(None)","(None)","64728","35","1","1","1","2020","6","2"
